id,drink_id,language,name,primary
211,71,0,エルディアブロ,true
212,71,1,El Diablo,true
213,71,2,El Diablo,true
214,72,0,カシスショット,true
215,72,1,Cassis shot,true
216,72,2,卡西斯射击,true
217,73,0,サウザショットガン,true
218,73,1,Southern shotgun,true
219,73,2,南方霰弹枪,true
220,74,0,ジキル博士,true
221,74,1,Dr. Jekyll,true
222,74,2,杰基尔博士,true
223,75,0,チョコレートマルガリータ,true
224,75,1,Chocolate Margarita,true
225,75,2,巧克力玛格丽塔,true
226,76,0,テキーラサンライズ,true
227,76,1,Tequila Sunrise,true
228,76,2,龙舌兰日出,true
229,77,0,テコニック,true
230,77,1,TECONIC,true
231,77,2,Tekonikku,true
232,78,0,トレスコスモポリタン,true
233,78,1,Tres Cosmopolitan,true
234,78,2,Tres Cosmopolitan,true
235,79,0,トレスマティーニ,true
236,79,1,Tres Martini,true
237,79,2,特雷斯马蒂尼,true
238,80,0,パロマ,true
239,80,1,Paloma,true
240,80,2,帕洛玛,true
241,81,0,ピニャコラーダ,true
242,81,1,Pinha Colada,true
243,81,2,Pinha Colada,true
244,82,0,フローズンブルーマルガリータ,true
245,82,1,Frozen Blue Margarita,true
246,82,2,冷冻蓝玛格丽塔,true
247,83,0,フローズンストロベリーマルガリータ,true
248,83,1,Frozen strawberry margarita,true
249,83,2,冷冻草莓玛格丽塔酒,true
250,84,0,フローズンミドリマルガリータ,true
251,84,1,Frozen Midori Margarita,true
252,84,2,冷冻Midori玛格丽塔,true
253,85,0,ブレイブブル,true
254,85,1,Brave Bull,true
255,85,2,勇敢的公牛,true
256,86,0,マタドール,true
257,86,1,Matador,true
258,86,2,斗牛士,true
259,87,0,ミドリショット,true
260,87,1,Midori shot,true
261,87,2,米多利射门,true
262,88,0,モッキンバード,true
263,88,1,Mockingbird,true
264,88,2,只知更鸟,true
265,89,0,ロングアイランドアイスティー,true
266,89,1,Long Island Ice Tea,true
267,89,2,长岛冰茶,true
268,90,0,カクタスフラワー,true
269,90,1,Cactus flower,true
270,90,2,仙人掌花,true
271,91,0,サウザファームサワーオレンジ,true
272,91,1,Sauza Farm Sour Orange,true
273,91,2,Sauza Farm酸橙,true
274,92,0,サウザファームサワーきゅうり＆レモン,true
275,92,1,Sauza Farm Sour Cucumber & Lemon,true
276,92,2,Sauza农场酸黄瓜和柠檬,true
277,93,0,サウザファームサワーグレープフルーツ,true
278,93,1,Sauza Farm Sour Grapefruit,true
279,93,2,Sauza Farm酸葡萄柚,true
280,94,0,サウザファームサワートマト,true
281,94,1,Sauza Farm Sour Tomato,true
282,94,2,Sauza农场酸番茄,true
283,95,0,サウザファームサワーパクチーライム,true
284,95,1,Sauza Farm Sour Pakuti Lime,true
285,95,2,Sauza Farm Sour Pakuti Lime,true
286,96,0,サウザファームサワーライム,true
287,96,1,Thousand Farm Sour Lime,true
288,96,2,千农酸橙,true
289,97,0,サウザファームサワーレモン,true
290,97,1,Sauza Farm Sour lemon,true
291,97,2,Sauza Farm酸柠檬,true
292,98,0,サウザブルーギムレットソーダ,true
293,98,1,Sauza Blue Gimlet Soda,true
294,98,2,Sauza Blue Gimlet苏打水,true
295,99,0,サウザブルーマルガリータソーダ,true
296,99,1,Sauza Blue Margarita Soda,true
297,99,2,Sauza Blue玛格丽塔苏打水,true
298,100,0,サウザブルートニック,true
299,100,1,Sauza Blue Tonic,true
300,100,2,Sauza Blue Tonic,true
301,101,0,ダイキリ,true
302,101,1,Daikiri,true
303,101,2,代基里酒,true
304,102,0,ネバダ,true
305,102,1,Nevada,true
306,102,2,内华达,true
307,103,0,モヒート,true
308,103,1,Mojito,true
309,103,2,莫吉托,true
310,104,0,アンダルシア,true
311,104,1,Andalusia,true
312,104,2,安达卢西亚,true
313,105,0,イスラデピノス,true
314,105,1,Isladepinos,true
315,105,2,Isuradepinosu,true
316,106,0,エックスワイジー,true
317,106,1,X Waisie,true
318,106,2,X外丝,true
319,107,0,エルプレジデンテ,true
320,107,1,El Presidentin,true
321,107,2,El Presidentin,true
322,108,0,キューバリブレ,true
323,108,1,Cuba Libre,true
324,108,2,古巴自由,true
325,109,0,グリーンアイズ,true
326,109,1,Green eyes,true
327,109,2,绿眼睛,true
328,110,0,コルコバード,true
329,110,1,Corcovado,true
330,110,2,科尔科瓦,true
331,111,0,スカイダイビング,true
332,111,1,sky diving,true
333,111,2,高空跳伞,true
334,112,0,スコーピオン,true
335,112,1,Scorpion,true
336,112,2,蝎,true
337,113,0,チョココラーダ,true
338,113,1,Choco Colada,true
339,113,2,Choco Colada,true
340,114,0,チョコレートダイキリ,true
341,114,1,Chocolate daiquiri,true
342,114,2,巧克力代基里酒,true
343,115,0,チョコレートプランターズパンチ,true
344,115,1,Chocolate planters punch,true
345,115,2,巧克力种植者打孔,true
346,116,0,チョコレートモヒート,true
347,116,1,Chocolate mojito,true
348,116,2,巧克力莫吉托,true
349,117,0,トムアンドジェリー,true
350,117,1,Tom and Jerry,true
351,117,2,汤姆和杰瑞,true
352,118,0,パナマ,true
353,118,1,Panama,true
354,118,2,巴拿马,true
355,119,0,ビトウィーンザシーツ,true
356,119,1,Betweens The Sheets,true
357,119,2,表格之间,true
358,120,0,フローズンバナナダイキリ,true
359,120,1,Frozen Banana Daikiri,true
360,120,2,冷冻香蕉代基里,true
361,121,0,ブルーハワイ,true
362,121,1,Blue Hawaii,true
363,121,2,蓝色夏威夷,true
364,122,0,ホットバタードラム,true
365,122,1,Hot butter drum,true
366,122,2,热黄油鼓,true
367,123,0,マイアミ,true
368,123,1,Miami,true
369,123,2,迈阿密,true
370,124,0,マイタイ,true
371,124,1,Mytai,true
372,124,2,埋汰,true
373,125,0,ロングアイランドアイスティー,true
374,125,1,Long Island Ice Tea,true
375,125,2,长岛冰茶,true
376,126,0,カリビアンドリーム,true
377,126,1,Caribbean Dream,true
378,126,2,加勒比梦想,true
379,127,0,ブラックトルネード-黒い竜巻-,true
380,127,1,Black Tornado - Black Tornado -,true
381,127,2,黑色龙卷风 - 黑色龙卷风 -,true
382,128,0,ムーニーオレ,true
383,128,1,Mooney Ole,true
384,128,2,穆尼奥莱,true
385,129,0,エメラルドスプリッツアー,true
386,129,1,Emerald Sprit Tour,true
387,129,2,翡翠精灵之旅,true
388,130,0,カルーアミルク,true
389,130,1,Kalua milk,true
390,130,2,Kalua牛奶,true
391,131,0,キールアンペリアル,true
392,131,1,Kiel Imperial,true
393,131,2,基尔帝国,true
394,132,0,キールロワイヤル,true
395,132,1,Kiel Royale,true
396,132,2,基尔皇家,true
397,133,0,ストロベリーミルク,true
398,133,1,Strawberry Milk,true
399,133,2,草莓牛奶,true
400,134,0,チャイナブルー,true
401,134,1,China Blue,true
402,134,2,中国蓝,true
403,135,0,ティフィンモヒート,true
404,135,1,Tiffin mojito,true
405,135,2,蒂芬莫吉托,true
406,136,0,ビターカルーアミルク,true
407,136,1,Bitter Kalua Milk,true
408,136,2,苦瓜卡鲁阿牛奶,true
409,137,0,ファジーネーブル,true
410,137,1,Fuzzy group,true
411,137,2,模糊组,true
412,138,0,ホットカルーアミルク,true
413,138,1,Hot kalua milk,true
414,138,2,热卡鲁阿牛奶,true
415,139,0,マリブリッキー,true
416,139,1,Malibu Ricky,true
417,139,2,Malibu Ricky,true
418,140,0,マリブコーラ,true
419,140,1,Malibucoa,true
420,140,2,Maribukora,true
421,141,0,マリブサーフ,true
422,141,1,Malibu Soushu,true
423,141,2,Malibu Soushu,true
424,142,0,マリブパイン,true
425,142,1,Malibu Pine,true
426,142,2,马里布松,true
427,143,0,マリブモヒート,true
428,143,1,Malibu mojito,true
429,143,2,Malibu mojito,true
430,144,0,マンゴヤンオレンジ,true
431,144,1,Mango Yang Orange,true
432,144,2,芒果杨橙,true
433,145,0,マンゴヤンモヒート,true
434,145,1,Mango Yang mo moat,true
435,145,2,芒果杨mo护城河,true
436,146,0,ミスティアオンザロック,true
437,146,1,Misty on the rock,true
438,146,2,朦胧的岩石,true
439,147,0,ミスティアロワイヤル,true
440,147,1,Mistyre Royale,true
441,147,2,Mistyre Royale,true
442,148,0,ミスティアゴールドスパーク,true
443,148,1,Mistya Gold Spark,true
444,148,2,Mistya Gold Spark,true
445,149,0,ミスティアペリエ,true
446,149,1,Misty Perrier,true
447,149,2,Misty Perrier,true
448,150,0,ミスティアマティーニ,true
449,150,1,Mistya Martini,true
450,150,2,Mistya Martini,true
451,151,0,ミドリリッキー,true
452,151,1,Midori Rickey,true
453,151,2,Midori Rickey,true
454,152,0,ミドリモヒート,true
455,152,1,Midori mojito,true
456,152,2,Midori mojito,true
457,153,0,ヨーグリートオレンジ,true
458,153,1,Yogriato Orange,true
459,153,2,Yogriato Orange,true
460,154,0,ルジェカシスリッキー,true
461,154,1,Rugen Cassis Rickey,true
462,154,2,鲁根卡西斯Rickey,true
463,155,0,ルジェペシェリッキー,true
464,155,1,Rouge Peche Ricky,true
465,155,2,Rouge Peche Ricky,true
466,156,0,ルジェアップルソーダ,true
467,156,1,Rouge apple soda,true
468,156,2,胭脂苹果苏打水,true
469,157,0,ルジェアプリコットオレンジ,true
470,157,1,Ruge apricot orange,true
471,157,2,Ruge杏橙,true
472,158,0,ルジェカシスオレンジ,true
473,158,1,Rouge Cassis Orange,true
474,158,2,胭脂黑醋栗,true
475,159,0,ルジェカシスグレープフルーツ,true
476,159,1,Rouge cassis grapefruit,true
477,159,2,胭脂黑醋栗葡萄柚,true
478,160,0,ルジェカシスソーダ,true
479,160,1,Rudge cassis soda,true
480,160,2,拉奇黑醋栗苏打水,true
481,161,0,ルジェカシスティー,true
482,161,1,RUGER CASSISTY,true
483,161,2,RUGER CASSISTY,true
484,162,0,ルジェカシスミルク,true
485,162,1,Rugen cassis milk,true
486,162,2,乳酸黑醋栗,true
487,163,0,ルジェカシスモヒート,true
488,163,1,RUGER Cassis mojito,true
489,163,2,RUGER卡西斯莫吉托,true
490,164,0,ルジェカルテットオレンジ,true
491,164,1,Ruge Quartet Orange,true
492,164,2,Ruge四重奏橙色,true
493,165,0,ルジェストロベリーソーダ,true
494,165,1,Ruge Strawberry Soda,true
495,165,2,Ruge草莓苏打水,true
496,166,0,ルジェブルーベリーミルク,true
497,166,1,Rouge Blueberry Milk,true
498,166,2,胭脂蓝莓牛奶,true
499,167,0,アップルカー,true
500,167,1,Apple car,true
501,167,2,苹果车,true
502,168,0,アップルロワイヤル,true
503,168,1,Apple Royale,true
504,168,2,Apple Royale,true
505,169,0,アプリコットコラーダ,true
506,169,1,Apricot Colada,true
507,169,2,杏子Colada,true
508,170,0,アプリコットフィズ,true
509,170,1,Apricot fizz,true
510,170,2,杏子发出嘶嘶声,true
511,171,0,アプリコットロワイヤル,true
512,171,1,Apricot Royale,true
513,171,2,杏子皇家,true
514,172,0,アレキサンダー,true
515,172,1,Alexander,true
516,172,2,亚历山大,true
517,173,0,イエーガーオレンジ,true
518,173,1,Jaeger Orange,true
519,173,2,耶格橙,true
520,174,0,イエーガーシューター,true
521,174,1,Jaeger Shooter,true
522,174,2,Jaeger Shooter,true
523,175,0,イエーガートニック,true
524,175,1,Jaeger tonic,true
525,175,2,耶格补品,true
526,176,0,イタリアンサーファー,true
527,176,1,Italian surfer,true
528,176,2,意大利冲浪者,true
529,177,0,ウンダーベルクソーダ,true
530,177,1,UNDERBERG Soda,true
531,177,2,UNDERBERG苏打水,true
532,178,0,エックスワイジー,true
533,178,1,X Waisie,true
534,178,2,X外丝,true
535,179,0,エメラルドミスト,true
536,179,1,Emerald Mist,true
537,179,2,翡翠雾,true
538,180,0,オーガズム,true
539,180,1,orgasm,true
540,180,2,性高潮,true
541,181,0,オーロラ,true
542,181,1,Aurora,true
543,181,2,极光,true
544,182,0,オリンピック,true
545,182,1,Olympic,true
546,182,2,奥林匹克,true
547,183,0,カフェショコラミルク,true
548,183,1,Cafe Chocolate Milk,true
549,183,2,Cafe巧克力牛奶,true
550,184,0,カミカゼ,true
551,184,1,Kamikaze,true
552,184,2,神风,true
553,185,0,カルーアウーロン,true
554,185,1,Kahlua oolong,true
555,185,2,Kahlua乌龙茶,true
556,186,0,カルーアオレンジ,true
557,186,1,Kalua Orange,true
558,186,2,Kalua Orange,true
559,187,0,カルーアコーラ,true
560,187,1,Kalua cola,true
561,187,2,Kalua可乐,true
562,188,0,カルーアコラーダ,true
563,188,1,Kalua Colada,true
564,188,2,Kalua Colada,true
565,189,0,カルーアソーダ,true
566,189,1,Kalua soda,true
567,189,2,Kalua苏打水,true
568,190,0,カルーアベリー,true
569,190,1,Kalua berry,true
570,190,2,Kalua浆果,true
571,191,0,カルーアラテ,true
572,191,1,Kaloallate,true
573,191,2,Karuarate,true
574,192,0,カルーアリッキー,true
575,192,1,Kalua Rickey,true
576,192,2,Kalua Rickey,true
577,193,0,キール,true
578,193,1,keel,true
579,193,2,龙骨,true
580,194,0,キッスインザダーク,true
581,194,1,Kiss In the Dark,true
582,194,2,亲吻在黑暗中,true
583,195,0,キングピーター,true
584,195,1,King Peter,true
585,195,2,彼得国王,true
586,196,0,クールビューティー～清涼美～,true
587,196,1,Cool Beauty ~ Refreshing Beauty ~,true
588,196,2,酷美〜清爽美〜,true
589,197,0,グラスホッパー,true
590,197,1,Grasshopper,true
591,197,2,蚱蜢,true
592,198,0,グリーンアイズ,true
593,198,1,Green eyes,true
594,198,2,绿眼睛,true
595,199,0,コルコバード,true
596,199,1,Corcovado,true
597,199,2,科尔科瓦,true
598,200,0,ゴールデンアップル,true
599,200,1,Golden Apple,true
600,200,2,金苹果,true
601,201,0,ゴールデンデイズ,true
602,201,1,Golden Days,true
603,201,2,黄金日,true
604,202,0,サザンウィンド～南国からの便り～,true
605,202,1,Southern Wind ~ Letters from Tropical South ~,true
606,202,2,南风〜热带南方的来信〜,true
607,203,0,ストロベリーロワイヤル,true
608,203,1,Strawberry Royale,true
609,203,2,草莓皇家,true
610,204,0,セックスオンザビーチ,true
611,204,1,Sex on the beach,true
612,204,2,性在海滩上,true
613,205,0,ダーティーマザー,true
614,205,1,Dirty Mother,true
615,205,2,肮脏的母亲,true
616,206,0,チェリーブロッサム,true
617,206,1,Cherry Blossom,true
618,206,2,樱花,true
619,207,0,チボリスペシャル,true
620,207,1,Tivoli special,true
621,207,2,Tivoli特别,true
622,208,0,チョコカシスソーダ,true
623,208,1,Chocolate cassis soda,true
624,208,2,巧克力黑醋栗苏打水,true
625,209,0,チョコレートサワー,true
626,209,1,Chocolate sour,true
627,209,2,巧克力酸,true
628,210,0,ティフィンオレンジ,true
629,210,1,Tiffin orange,true
630,210,2,蒂芬橙,true
631,211,0,ティフィンカシスティー,true
632,211,1,Tiffin Cassis tea,true
633,211,2,Tiffin卡西斯茶,true
634,212,0,ティフィンミルク,true
635,212,1,Tiffin Milk,true
636,212,2,蒂芬牛奶,true
637,213,0,ティフィンレモンソーダ,true
638,213,1,Tiffin lemon soda,true
639,213,2,蒂芬柠檬苏打水,true
640,214,0,トロイカ,true
641,214,1,Troika,true
642,214,2,三驾马车,true
643,215,0,ドラマティックアロマ,true
644,215,1,Dramatic aroma,true
645,215,2,戏剧性的香气,true
646,216,0,ドランブイオレンジシェーク,true
647,216,1,Drambui Orange Shake,true
648,216,2,Drambui Orange Shake,true
649,217,0,ドランブイトニック,true
650,217,1,Drambui tonic,true
651,217,2,Drambui滋补品,true
652,218,0,バレンシア,true
653,218,1,Valencia,true
654,218,2,瓦伦西亚,true
655,219,0,パライソオレンジ,true
656,219,1,Paraiso Orange,true
657,219,2,Paraiso Orange,true
658,220,0,パライソグレープフルーツ,true
659,220,1,Paraiso grapefruit,true
660,220,2,Paraiso葡萄柚,true
661,221,0,ヒーリングトニック,true
662,221,1,Healing tonic,true
663,221,2,治疗补品,true
664,222,0,ビトウィーンザシーツ,true
665,222,1,Betweens The Sheets,true
666,222,2,表格之间,true
667,223,0,ピーチウーロン,true
668,223,1,Peach oolong,true
669,223,2,桃子乌龙茶,true
670,224,0,フェアリーランド～おとぎの国～,true
671,224,1,Fairyland - The Fairy Tale ~,true
672,224,2,仙境 - 童话〜,true
673,225,0,ブルーコラーダ,true
674,225,1,Blue Colada,true
675,225,2,蓝色科拉达,true
676,226,0,ブルーベリーロワイヤル,true
677,226,1,Blueberry Royale,true
678,226,2,蓝莓皇家,true
679,227,0,プルシアウィズペリエ,true
680,227,1,Prussia with Perrier,true
681,227,2,普鲁士与佩里耶,true
682,228,0,プルシアロワイヤル,true
683,228,1,Prussia Royale,true
684,228,2,普鲁士皇家,true
685,229,0,ベリーベリーミルク,true
686,229,1,Berry Berry Milk,true
687,229,2,Berry Berry Milk,true
688,230,0,ベルベットハンマー,true
689,230,1,Velvet hammer,true
690,230,2,天鹅绒锤,true
691,231,0,ホットモーツァルトミルク,true
692,231,1,Hot Mozart Milk,true
693,231,2,热莫扎特牛奶,true
694,232,0,ホワイトアレキサンダー,true
695,232,1,White Alexander,true
696,232,2,白亚历山大,true
697,233,0,ホワイトチョコミルク,true
698,233,1,White chocolate milk,true
699,233,2,白巧克力牛奶,true
700,234,0,ホワイトモーツァルトミント,true
701,234,1,White Mozart Mint,true
702,234,2,白色莫扎特薄荷,true
703,235,0,ボッチボール,true
704,235,1,Botchball,true
705,235,2,地掷球,true
706,236,0,抹茶カルーアミルク,true
707,236,1,Matcha Kalua Milk,true
708,236,2,Matcha Kalua Milk,true
709,237,0,マリブオレンジ,true
710,237,1,Malibu Orange,true
711,237,2,马里布橙,true
712,238,0,マリブピニャコラーダ,true
713,238,1,Malibu Pinha Colada,true
714,238,2,Malibu Pinha Colada,true
715,239,0,マリブミルク,true
716,239,1,Malibu milk,true
717,239,2,马里布牛奶,true
718,240,0,マンゴヤンココパイン,true
719,240,1,Mango Yang Coco Pine,true
720,240,2,芒果杨可可松,true
721,241,0,マンゴヤンミルク,true
722,241,1,Mango Yang Milk,true
723,241,2,芒果杨牛奶,true
724,242,0,マンゴヤンラッシー,true
725,242,1,Mango Yan Lassie,true
726,242,2,Mango Yan Lassie,true
727,243,0,ミドリイリュージョン,true
728,243,1,Midori Illusion,true
729,243,2,Midori幻觉,true
730,244,0,ミドリコラーダ,true
731,244,1,Midori Colada,true
732,244,2,Midori Colada,true
733,245,0,ミドリスプモーニ,true
734,245,1,Midori Summoni,true
735,245,2,Midori Summoni,true
736,246,0,ミドリスプライス,true
737,246,1,Midori Splice,true
738,246,2,Midori Splice,true
739,247,0,ミドリパッシュ,true
740,247,1,Midori Pash,true
741,247,2,Midori Pash,true
742,248,0,ミドリミルク,true
743,248,1,Midori milk,true
744,248,2,Midori牛奶,true
745,249,0,ミントフラッペ,true
746,249,1,Mint flappe,true
747,249,2,薄荷flappe,true
748,250,0,モーツァルトアイスクリーム,true
749,250,1,Mozart ice cream,true
750,250,2,莫扎特冰淇淋,true
751,251,0,モーツァルトチョコレートフラッペ,true
752,251,1,Mozart Chocolate Frappe,true
753,251,2,莫扎特巧克力冰沙,true
754,252,0,ヨーグリートジンジャー,true
755,252,1,Yogurato ginger,true
756,252,2,Yogurato姜,true
757,253,0,ヨーグリートソーダ,true
758,253,1,Yogreen soda,true
759,253,2,Yogreen苏打水,true
760,254,0,ヨーグリートパイン,true
761,254,1,Yogreen Pine,true
762,254,2,Yogreen Pine,true
763,255,0,ヨーグリートミルク,true
764,255,1,Yogurato milk,true
765,255,2,Yogurato牛奶,true
766,256,0,ルジェアップルジンジャー,true
767,256,1,Rouge apple ginger,true
768,256,2,胭脂苹果姜,true
769,257,0,ルジェカシスウーロン,true
770,257,1,Ruge Cassis Oolong,true
771,257,2,Ruge Cassis Oolong,true
772,258,0,ルジェカシスコラーダ,true
773,258,1,Rugen Cassis Colada,true
774,258,2,鲁根卡西斯科拉达,true
775,259,0,ルジェカルテットソーダ,true
776,259,1,Ruge Quartet Soda,true
777,259,2,Ruge四重奏苏打水,true
778,260,0,ルジェストロベリーコラーダ,true
779,260,1,Ruge Strawberry Colada,true
780,260,2,Ruge草莓Colada,true
781,261,0,ルジェフランボワーズグレープフルーツ,true
782,261,1,Ruge Flambooise Grapefruit,true
783,261,2,Ruge Flambooise葡萄柚,true
784,262,0,ルジェペシェロワイヤル,true
785,262,1,Rouge Peche Royale,true
786,262,2,Rouge Peche Royale,true
787,263,0,レッドライオン,true
788,263,1,Red Lion,true
789,263,2,红狮子,true
790,264,0,ロイヤルカルテット,true
791,264,1,Royal Quartet,true
792,264,2,皇家四重奏,true
793,265,0,ロングアイランドアイスティー,true
794,265,1,Long Island Ice Tea,true
795,265,2,长岛冰茶,true
796,266,0,アップルショコラ,true
797,266,1,Apple chocolat,true
798,266,2,苹果巧克力,true
799,267,0,アレンヌ～風のそよぎ～,true
800,267,1,Allenne ~ Wind River,true
801,267,2,Allenne~风河,true
802,268,0,エルドール,true
803,268,1,Eldor,true
804,268,2,Erudoru,true
805,269,0,カシスショコラコンシナモン,true
806,269,1,Cassis chocolat Concinamon,true
807,269,2,卡西斯巧克力Concinamon,true
808,270,0,シトラスショコラ,true
809,270,1,Citrus chocolat,true
810,270,2,柑橘巧克力,true
811,271,0,翠響庵（すいきょうあん）,true
812,271,1,Tsuyoshian (Suiyo),true
813,271,2,Tsuyoshian（Suiyo）,true
814,272,0,ブラックベリーチョコカルーア,true
815,272,1,Blackberry Chocolate Kalua,true
816,272,2,黑莓巧克力Kalua,true
817,273,0,プルシアンブロッサム,true
818,273,1,Prussian Blossom,true
819,273,2,普鲁士花,true
