"drink_id","language","priority","drink_name","alcoholic","cocktail_or_not","category","base","place","company","cocktailType","glass","taste","color","alcohol_percentage","method_category","method_detail","image","ingredient1","ingredient2","ingredient3","ingredient4","ingredient5","ingredient6","ingredient7","ingredient8","ingredient9","ingredient10","measure1","measure2","measure3","measure4","measure5","measure6","measure7","measure8","measure9","measure10","source","reference_url","date_modified"
"141","en","True","jungle","Alcohol","True","Cocktail","gin","","","short","Cocktail glass","Medium sweet mouth","Transparent","Strong (more than 25 degrees)","Steer","Steer and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_jungle.gif","Bee Fighter Jin","Dry vermouth","Harvey Sherry Bristol cream","","","","","","","","1/3","1/3","1/3","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/jungle/index.html","2018-10-11 15:06:00"
"151","en","True","Jin back","Alcohol","True","Cocktail","gin","","","long","tumbler","Medium sweet mouth","Transparent","usually","Build","Pour into the tumbler with ice and gently stir. Decorate lime or lemon.","https://www.suntory.co.jp/wnb/img/cocktail/p_gin_buck.gif","Bee Fighter Jin","Fresh lemon juice","Ginger ale","","","","","","","","45 ml","20 ml","Reasonable amount","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/gin_buck/index.html","2018-10-11 15:06:00"
"161","en","True","Jin · Fizz","Alcohol","True","Cocktail","gin","","","long","tumbler","Medium sweet mouth","Transparent","usually","shake","Shake materials other than soda and pour into a tumbler. Add ice, fill with soda and lightly steer.","https://www.suntory.co.jp/wnb/img/cocktail/p_gin_fizz.gif","Bee Fighter Jin","Fresh lemon juice","sugar","soda","","","","","","","45 ml","20 ml","2tsp","Reasonable amount","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/gin_fizz/index.html","2018-10-11 15:06:00"
"171","en","True","Jin Ricky","Alcohol","True","Cocktail","gin","","","long","tumbler","Medium sweet mouth","Transparent","usually","Build","Squeeze the lime on the glass and drop it into the glass. Put ice and beefiter gin and fill with soda. Add a muddler.","https://www.suntory.co.jp/wnb/img/cocktail/p_gin_rickey.gif","Bee Fighter Jin","lime","soda","","","","","","","","45 ml","1/2 piece","Reasonable amount","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/gin_rickey/index.html","2018-10-11 15:06:00"
"181","en","True","Spring · Opera","Alcohol","True","Cocktail","gin","","","short","Cocktail glass","Medium sweet mouth","pink","Strong (more than 25 degrees)","shake","Shake the ingredients other than orange juice and pour into a cocktail glass. Submerge orange juice and decorate green cherries on cocktail pins.","https://www.suntory.co.jp/wnb/img/cocktail/p_spring_opera.gif","Bee Fighter Jin","Japonaisakura","Ruge Cream de Peche","Suntory Cocktail Lemon","Orange juice","","","","","","40 ml","10 ml","10 ml","1 tsp","2tsp","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/spring_opera/index.html","2018-10-11 15:06:00"
"191","en","True","Tango","Alcohol","True","Cocktail","gin","","","short","Cocktail glass","Medium sweet mouth","Orange","Strong (more than 25 degrees)","shake","Shake and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_tango.gif","Bee Fighter Jin","Dry vermouth","Suite Vermouth","Orange Curacao","Orange juice","","","","","","2/5","1/5","1/5","1/5","2 dash","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/tango/index.html","2018-10-11 15:06:00"
"201","en","True","Chocolate Gimlet","Alcohol","True","Cocktail","gin","","","short","Rock glass","Medium sweet mouth","Brown (amber)","Strong (more than 25 degrees)","shake","Shake, pour into ice cubed rock and stir, lightly stir. Squeeze the lime lightly.","https://www.suntory.co.jp/wnb/img/cocktail/p_chocolate_gimlet.gif","Bee Fighter Jin","Mozart Black","Suntory Cocktail Lime","","","","","","","","40 ml","15 ml","15 ml","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/chocolate_gimlet/index.html","2018-10-11 15:06:00"
"211","en","True","Chocolate sling","Alcohol","True","Cocktail","gin","","","long","Collins grass","Medium sweet mouth","Brown (amber)","usually","Build","Mozart, pour the ingredients other than healing and lemon slices into the glass and mix. Float lemon slices and quietly pour Mozart and healing.","https://www.suntory.co.jp/wnb/img/cocktail/p_chocolate_sling.gif","Bee Fighter Jin","Mozart Black","Healing cherry","Fresh lemon juice","gum syrup","soda","Lemon slice","","","","40 ml","10 ml","5 ml","20 ml","10 ml","Reasonable amount","1 sheet","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/chocolate_sling/index.html","2018-10-11 15:06:00"
"221","en","True","24 tonic","Alcohol","True","Cocktail","gin","","","long","Collins grass","spicy","Transparent","usually","Build","Pour into the tumbler with ice and gently stir. Decorate lime or lemon.","https://www.suntory.co.jp/wnb/img/cocktail/p_24_tonic.gif","Beefeater 24","Tonic Water","","","","","","","","","30 ml","90 ml","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/24_tonic/index.html","2018-10-11 15:06:00"
"231","en","True","24 Martini","Alcohol","True","Cocktail","gin","","","short","Cocktail glass","spicy","Transparent","Strong (more than 25 degrees)","Steer","Steer and pour into a cocktail glass. Decorate lemon peel.","https://www.suntory.co.jp/wnb/img/cocktail/p_24_martini.gif","Beefeater 24","Dry vermouth","","","","","","","","","50 ml","10 ml","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/24_martini/index.html","2018-10-11 15:06:00"
"241","en","True","Tom Collins","Alcohol","True","Cocktail","gin","","","long","Collins grass","Medium sweet mouth","Transparent","usually","shake","Shake materials other than soda and pour into Collins / Glass with ice. Fill it with soda and lightly steer. Lemon, decorate red cherry.","https://www.suntory.co.jp/wnb/img/cocktail/p_tom_collins.gif","Bee Fighter Jin","Fresh lemon juice","sugar","soda","","","","","","","60 ml","20 ml","2tsp","Reasonable amount","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/tom_collins/index.html","2018-10-11 15:06:00"
"251","en","True","Paradise","Alcohol","True","Cocktail","gin","","","short","Cocktail glass","Medium sweet mouth","Orange","usually","shake","Shake and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_paradise.gif","Bee Fighter Jin","Ruge Cream apricot","Orange juice","","","","","","","","1/2","1/4","1/4","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/paradise/index.html","2018-10-11 15:06:00"
"261","en","True","Parisian","Alcohol","True","Cocktail","gin","","","short","Cocktail glass","Sweet mouth","Red","usually","Steer","Steer and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_parisian.gif","Bee Fighter Jin","Dry vermouth","Ruge Cream de Cassis","","","","","","","","1/2","1/3","1/6","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/parisian/index.html","2018-10-11 15:06:00"
"271","en","True","Pink Lady","Alcohol","True","Cocktail","gin","","","short","Cocktail glass","Medium sweet mouth","pink","usually","shake","Shake thoroughly and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_pink_lady.gif","Bee Fighter Jin","Grenadin syrup","Egg white","","","","","","","","45 ml","20 ml","1 piece","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/pink_lady/index.html","2018-10-11 15:06:00"
"281","en","True","French 75","Alcohol","True","Cocktail","gin","","","long","Collins grass","Medium sweet mouth","White","usually","shake","Shake materials other than champagne and pour into Collins / Glass. Add ice, fill with cold champagne and lightly steer.","https://www.suntory.co.jp/wnb/img/cocktail/p_french_75.gif","Bee Fighter Jin","Fresh lemon juice","sugar","Champagne","","","","","","","45 ml","20 ml","1 tsp","Reasonable amount","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/french_75/index.html","2018-10-11 15:06:00"
"291","en","True","blue Moon","Alcohol","True","Cocktail","gin","","","short","Cocktail glass","Medium sweet mouth","purple","usually","shake","Shake and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_blue_moon.gif","Bee Fighter Jin","Violet liqueur","Fresh lemon juice","","","","","","","","1/2","1/4","1/4","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/blue_moon/index.html","2018-10-11 15:06:00"
"301","en","True","Bronx","Alcohol","True","Cocktail","gin","","","short","Cocktail glass","Medium sweet mouth","Orange","Strong (more than 25 degrees)","shake","Shake and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_bronx.gif","Bee Fighter Jin","Dry vermouth","Suite Vermouth","Orange juice","","","","","","","1/2","1/6","1/6","1/6","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/bronx/index.html","2018-10-11 15:06:00"
"311","en","True","Princess Mary","Alcohol","True","Cocktail","gin","","","short","Cocktail glass","Sweet mouth","Brown (amber)","usually","shake","Shake and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_princess_mary.gif","Bee Fighter Jin","Cacao Liqueur","Fresh cream","","","","","","","","1/2","1/4","1/4","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/princess_mary/index.html","2018-10-11 15:06:00"
"321","en","True","Million Dollar","Alcohol","True","Cocktail","gin","","","short","Cocktail glass","Sweet mouth","pink","usually","shake","Shake thoroughly and pour into the glass. Decorate pineapple.","https://www.suntory.co.jp/wnb/img/cocktail/p_million_dollar.gif","Bee Fighter Jin","Suite Vermouth","Pineapple juice","Grenadin syrup","Egg white","","","","","","45 ml","15 ml","15 ml","1 tsp","1 piece","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/million_dollar/index.html","2018-10-11 15:06:00"
"331","en","True","Lucian","Alcohol","True","Cocktail","gin","","","short","Cocktail glass","Medium sweet mouth","Brown (amber)","Strong (more than 25 degrees)","shake","Shake and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_russian.gif","Pinnacle Wodosca","Bee Fighter Jin","Cacao Liqueur","","","","","","","","1/3","1/3","1/3","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/russian/index.html","2018-10-11 15:06:00"
"341","en","True","Long Island · Ice Tea","Alcohol","True","Cocktail","gin","","","long","Collins grass","Medium sweet mouth","Brown (amber)","Strong (more than 25 degrees)","Build","Pour into a Collins glass filled with crushed ice and mix gently. Decorate lemon and red cherry.","https://www.suntory.co.jp/wnb/img/cocktail/p_long_island_iced_tea.gif","Bee Fighter Jin","Pinnacle Wodosca","Bulgar Extra Dry","Tequila Thousand Silver","White Curacao (Triple Sek)","Fresh lemon juice","Cola","","","","15 ml","15 ml","15 ml","15 ml","15 ml","30 ml","40 ml","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/long_island_iced_tea/index.html","2018-10-11 15:06:00"
"351","en","True","El Dor","Alcohol","True","Cocktail","gin","","","long","wine glass","Medium sweet mouth","Orange","usually","shake","Shake the other than Orangina French sparkling and pour into ice glass. Filled with Orangina French sparkling, decorate yellow cherry, orange peel, gold powder, silver powder. Watch a video of the demonstration","https://www.suntory.co.jp/wnb/img/cocktail/p_aile_dore.gif","Ruge Cream de Peche","Japanese Craft Jin ROKU (六)","Ruge Cream apricot","Fresh lemon juice","Orangina French sparkling","","","","","","20 ml","20 ml","10 ml","10 ml","Reasonable amount","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/aile_dore/index.html","2018-10-11 15:06:00"
"361","en","True","Celebration","Alcohol","True","Cocktail","gin","","","short","Cocktail glass","Medium sweet mouth","pink","usually","shake","Shake and pour into a cocktail glass. Decorate the leaves of the bellows and pineapple on the edge of the glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_celebriti_ni.gif","Bee Fighter Jin","X-rated","Disarrono Amaretto","Grapefruit juice","Fresh lime juice","","","","","","30 ml","15 ml","5 ml","10 ml","1 tsp","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/celebriti_ni/index.html","2018-10-11 15:06:00"
"12","en","True","Salty Dog","Alcohol","True","Cocktail","vodka","","","long","tumbler","Medium sweet mouth","Orange","usually","Build","Pour the ice into a tumbler that you snow style with salt, pour the ingredients and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_salty_dog.gif","Pinnacle Wodosca","Grapefruit juice","salt","","","","","","","","45 ml","Reasonable amount","Reasonable amount","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/salty_dog/index.html","2018-10-11 15:06:00"
"22","en","True","Moscowur","Alcohol","True","Cocktail","vodka","","","long","tumbler","Medium sweet mouth","Transparent","usually","Build","Pour into the tumbler with ice and gently stir. Decorate lime","https://www.suntory.co.jp/wnb/img/cocktail/p_moscow_mule.gif","Pinnacle Wodosca","Fresh lime juice","Ginger ale","","","","","","","","45 ml","15 ml","Reasonable amount","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/moscow_mule/index.html","2018-10-11 15:06:00"
"32","en","True","Wattska · tonic","Alcohol","True","Cocktail","vodka","","","long","tumbler","Medium sweet mouth","Transparent","usually","Build","Pour into the tumbler with ice and gently stir. Decorate lemon.","https://www.suntory.co.jp/wnb/img/cocktail/p_vodka_tonic.gif","Pinnacle Wodosca","Tonic Water","","","","","","","","","1/4","3/4","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/vodka_tonic/index.html","2018-10-11 15:06:00"
"42","en","True","Watsuka Martini","Alcohol","True","Cocktail","vodka","","","short","Cocktail glass","spicy","Transparent","Strong (more than 25 degrees)","Steer","Steer and pour into a cocktail glass. Decorate olives.","https://www.suntory.co.jp/wnb/img/cocktail/p_vodka_martini.gif","Pinnacle Wodosca","Dry vermouth","","","","","","","","","4/5","1/5","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/vodka_martini/index.html","2018-10-11 15:06:00"
"52","en","True","Wattska · Rickey","Alcohol","True","Cocktail","vodka","","","long","tumbler","Medium sweet mouth","Transparent","usually","Build","Squeeze the lime on the glass and drop it into the glass. Put ice and vodka and fill with soda. Add a muddler.","https://www.suntory.co.jp/wnb/img/cocktail/p_vodka_rickey.gif","Pinnacle Wodosca","lime","soda","","","","","","","","45 ml","1/2 piece","Reasonable amount","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/vodka_rickey/index.html","2018-10-11 15:06:00"
"62","en","True","Aurora","Alcohol","True","Cocktail","vodka","","","short","tumbler","Medium sweet mouth","Red","usually","shake","Shake and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_aurora.gif","Wattska","Ruge Cream de Cassis","Grapefruit juice","Suntory Cocktail Lemon","Grenadin syrup","","","","","","1/2","1/6","1/12","1/12","1/6","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/aurora/index.html","2018-10-11 15:06:00"
"72","en","True","Kaipirosca","Alcohol","True","Cocktail","vodka","","","long","Rock glass","Medium sweet mouth","Transparent","Strong (more than 25 degrees)","Build","Pour into a glass with crushed ice cream. Add a muddler.","https://www.suntory.co.jp/wnb/img/cocktail/p_caipirosca.gif","Pinnacle Wodosca","lime","sugar","","","","","","","","60 ml","1/2 piece","3tsp","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/caipirosca/index.html","2018-10-11 15:06:00"
"82","en","True","Kamikaze","Alcohol","True","Cocktail","vodka","","","long","Rock glass","Medium sweet mouth","White","Strong (more than 25 degrees)","shake","Shake and pour into the rock glass with ice.","https://www.suntory.co.jp/wnb/img/cocktail/p_kamikaze.gif","Pinnacle Wodosca","White Curacao (Triple Sek)","Fresh lime juice","","","","","","","","20 ml","20 ml","20 ml","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/kamikaze/index.html","2018-10-11 15:06:00"
"92","en","True","Kids of Fire","Alcohol","True","Cocktail","vodka","","","short","Cocktail glass","Medium sweet mouth","Red","Strong (more than 25 degrees)","shake","Shake and pour into a cocktail glass that was made into a snow style with sugar.","https://www.suntory.co.jp/wnb/img/cocktail/p_kiss_of_fire.gif","Pinnacle Wodosca","Srojin","Dry vermouth","Fresh lemon juice","","","","","","","1/3","1/3","1/3","1 tsp","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/kiss_of_fire/index.html","2018-10-11 15:06:00"
"102","en","True","cosmopolitan","Alcohol","True","Cocktail","vodka","","","short","Cocktail glass","Medium sweet mouth","Red","usually","shake","Shake and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_cosmopolitan.gif","Pinnacle Wodosca","White Curacao (Triple Sek)","Cranberry juice","Fresh lime juice","","","","","","","20 ml","10 ml","20 ml","10 ml","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/cosmopolitan/index.html","2018-10-11 15:06:00"
"112","en","True","God Mother","Alcohol","True","Cocktail","vodka","","","long","Rock glass","Medium sweet mouth","Brown (amber)","Strong (more than 25 degrees)","Build","Pour into the rock glass with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_god_mother.gif","Amaret","Pinnacle Wodosca","","","","","","","","","15 ml","45 ml","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/god_mother/index.html","2018-10-11 15:06:00"
"122","en","True","Sea Breeze","Alcohol","True","Cocktail","vodka","","","long","Rock glass","Medium sweet mouth","pink","usually","shake","Shake the ingredients and pour into the rock glass with ice.","https://www.suntory.co.jp/wnb/img/cocktail/p_Sea_Breeze.gif","Pinnacle Wodosca","Grapefruit juice","Cranberry juice","","","","","","","","1/3","1/3","1/3","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/Sea_Breeze/index.html","2018-10-11 15:06:00"
"132","en","True","screwdriver","Alcohol","True","Cocktail","vodka","","","long","tumbler","Medium sweet mouth","Orange","usually","Build","Pour into the tumbler with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_screw_driver.gif","Pinnacle Wodosca","Orange juice","","","","","","","","","45 ml","Reasonable amount","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/screw_driver/index.html","2018-10-11 15:06:00"
"142","en","True","Chiti","Alcohol","True","Cocktail","vodka","","","long","Rock glass","Medium sweet mouth","White","Weak (less than 8 degrees)","shake","Shake thoroughly and pour into crushed ice-filled glasses. Pineapple, decorate red cherries, accompany straw.","https://www.suntory.co.jp/wnb/img/cocktail/p_chi_chi.gif","Pinnacle Wodosca","Pineapple juice","Coconut milk","","","","","","","","30 ml","80 ml","45 ml","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/chi_chi/index.html","2018-10-11 15:06:00"
"152","en","True","Chocotini","Alcohol","True","Cocktail","vodka","","","short","Cocktail glass","Medium sweet mouth","Brown (amber)","Strong (more than 25 degrees)","Steer","Steer and pour into the glass. Sprinkle lemon peel and sprinkle","https://www.suntory.co.jp/wnb/img/cocktail/p_chocolate_martini.gif","Pinnacle Wodosca","Mozart Black","Lemon peel","","","","","","","","30 ml","30 ml","1 piece","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/chocolate_martini/index.html","2018-10-11 15:06:00"
